_id,name,author,translator,artist,editor,publishing,year,series,collection,genre,weight,dimensions.length,dimensions.width,dimensions.height,rating,price,link
983863,Blue Skies,Boyle T.C.,,,,Bloomsbury,2023,,,,570,232,152,30,0,2985,https://www.labirint.ru/books/983863/
768723,Ковёр-самолёт,Крапивин Владислав Петрович,,Медведев Евгений Алексеевич,Иванова Виктория,Лабиринт,2020,Детская художественная литература,"Лучшие книги Крапивина, Иллюстрированная библиотека фантастики и приключений",,732,224,173,24,9,720,https://www.labirint.ru/books/768723/
959745,Великий Лес Апачей,Шульц Джеймс Уиллард,"Зорин А. В., Немировский Д. А., Ващенко А.",Кью Гарольд,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,630,207,135,32,0,2016,https://www.labirint.ru/books/959745/
679839,Ледяной сад,Джонс Гай,Лютова Ольга,Булгакова Татьяна Диомидовна,,Качели,2019,Зеркала,"Книги для подростков, Книги для девочек",,458,237,167,16,8.39,461,https://www.labirint.ru/books/679839/
639603,Тень ингениума,Пехов Алексей Юрьевич,,,,Альфа-книга,2018,Фантастический боевик,,Современная отечественная проза,286,207,133,24,8.54,396,https://www.labirint.ru/books/639603/
816867,11/22/63,Кинг Стивен,Вебер Виктор Робертович,,,АСТ,2022,Кинг: книжная полка,,Современная зарубежная проза,852,219,145,51,9,1350,https://www.labirint.ru/books/816867/
781159,The Original Hitchhiker's Guide to the Galaxy Radio Scripts,Adams Douglas,,,,Pan Books,2020,,,,468,247,190,20,10,2803,https://www.labirint.ru/books/781159/
903284,Invisible Sun,Stross Charles,,,,Tor,2021,Empire Games,,,494,235,135,30,0,3270,https://www.labirint.ru/books/903284/
985933,Ray Bradbury Stories. Volume 1,Bradbury Ray,,,,Harper Voyager,2008,,,,1090,235,155,50,9.5,3047,https://www.labirint.ru/books/985933/
990797,Король в Жёлтом,Чамберс Роберт,Воронцова Катарина,,,Terra Foliata,2021,,,Классическая зарубежная проза,340,220,115,14,10,851,https://www.labirint.ru/books/990797/
963916,Древний. Вторжение. Расплата. Возрождение. Час воздаяния. Уникальное лимитированное издание,Тармашев Сергей Сергеевич,,,,АСТ,2023,Легенда российской фантастики,,Современная отечественная проза,1566,243,166,67,10,2655,https://www.labirint.ru/books/963916/
982405,Властелин мира,Беляев Александр Романович,,,,Вече,2023,Собрание сочинений А.Беляева,,Современная отечественная проза,400,210,140,20,10,502,https://www.labirint.ru/books/982405/
955614,Eden,Crace Jim,,,,Picador,2022,,,,340,235,155,20,0,2815,https://www.labirint.ru/books/955614/
701844,Отверженные. Затмение,Хантер Эрин,Максимова Вероника,"Насыров Л. Х., Савельева Е. А.",,Просвещение-Союз,2023,Коты-воители. Золотая коллекция,,,874,267,172,25,9.71,919,https://www.labirint.ru/books/701844/
806649,Кибериада,Лем Станислав,,,,АСТ,2021,Лем - собрание сочинений (Nео),,Классическая зарубежная проза,652,219,147,40,10,1350,https://www.labirint.ru/books/806649/
854205,Краденое озеро,Эйкен Джоан,"Бродоцкая Анастасия, Иванов О.",Масейкина Анна,,Качели,2022,Волчьи Хроники,Книги для подростков,,576,248,178,19,10,612,https://www.labirint.ru/books/854205/
838029,Кубырь Кубырок,Сандлер Маша,,Мартынова Тамара Фаритовна,,Волчок,2022,Зеленое солнце,,,258,223,152,10,9.4,374,https://www.labirint.ru/books/838029/
843810,Маски сбежавшей невесты,"Волжская Анастасия, Яблонцева Валерия",,,,Альфа-книга,2022,Романтическая фантастика,,Современная отечественная проза,250,207,132,23,9.51,389,https://www.labirint.ru/books/843810/
850874,Стань диким! Огонь и лед,Хантер Эрин,"Корчагина О., Максимова В.",Соколова Н.,,Просвещение-Союз,2022,Коты-воители. Золотая коллекция,,,874,267,172,25,10,919,https://www.labirint.ru/books/850874/
746141,Волшебство по наследству,Бёрджис Стефани,Полищук Вера,,,Качели,2020,Неисправимая Кэт,Книги для девочек,,380,220,145,25,9.32,389,https://www.labirint.ru/books/746141/
930240,Невероятные приключения Салаи в Москве,Кувшинов С. В.,,Груздев С. М.,,РГГУ,2022,,,,245,300,210,10,0,2394,https://www.labirint.ru/books/930240/
905023,Amongst Our Weapons,Aaronovitch Ben,,,,Gollancz,2022,Rivers of London,,,545,225,140,40,9.5,3124,https://www.labirint.ru/books/905023/
956086,Dazzling,Emelumadu Chikodili,,,,Wildfire,2023,,,,584,241,162,31,0,2884,https://www.labirint.ru/books/956086/
976281,Children of Dune,Herbert Frank,,,,Gollancz,2021,Dune,,,305,200,130,27,10,1516,https://www.labirint.ru/books/976281/
881277,Ordinary Monsters,Miro J. M.,,,,Bloomsbury,2022,,,Young adult на английском языке,988,234,153,49,10,3378,https://www.labirint.ru/books/881277/
963527,The Whispering Muse,Purcell Laura,,,,Raven Books,2023,,,Исторические романы на английском языке,584,242,160,28,10,3387,https://www.labirint.ru/books/963527/
824685,Страшное слово,Седов Сергей Анатольевич,,Сидорцова Александра,,Волчок,2021,Сказки Волчка. Малая серия,,,182,202,145,14,8.89,331,https://www.labirint.ru/books/824685/
919308,Cattywampus,Van Otterloo Ash,,,,Scholastic Inc.,2020,,,,378,220,148,30,0,2942,https://www.labirint.ru/books/919308/
819483,Призрак. Мировая классика Ghost Stories,"Гофман Эрнст Теодор Амадей, Уайльд Оскар, Чехов Антон Павлович, Гоголь Николай Васильевич","Ликиардопуло М., Соколовский А., Чудновский С.",Иванов Иван,,Феникс,2022,Клуб страха,,Классическая зарубежная проза,918,242,172,32,10,639,https://www.labirint.ru/books/819483/
918976,A Touch of Ruckus,Van Otterloo Ash,,,,Scholastic Inc.,2021,,,,326,215,146,20,0,3432,https://www.labirint.ru/books/918976/
802681,Предел,Лукьяненко Сергей Васильевич,,,,АСТ,2021,Космос Сергея Лукьяненко,,Современная отечественная проза,388,219,145,22,6.11,797,https://www.labirint.ru/books/802681/
954203,Our Share of Night,Enriquez Mariana,,,,Granta Publication,2022,,,,1048,240,160,60,9,2956,https://www.labirint.ru/books/954203/
983805,Вечера на хуторе близ Диканьки,Гоголь Николай Васильевич,,Коминарец Олег,,Махаон,2023,Шедевры детской литературы,,Мистика. Фантастика. Фэнтези,742,295,216,15,9.4,880,https://www.labirint.ru/books/983805/
973282,Doctor Who. Thirteen Doctors 13 Stories,Alderman Naomi,,,,BBC books,2019,Doctor Who,,,732,235,155,50,10,3452,https://www.labirint.ru/books/973282/
973239,Doctor Who. Last of the Gaderene,Gatiss Mark,,,,BBC books,2013,Doctor Who,,,226,218,130,20,10,3452,https://www.labirint.ru/books/973239/
973242,Doctor Who. Only Human,Roberts Gareth,,,,BBC books,2013,Doctor Who,,,170,197,130,15,0,2959,https://www.labirint.ru/books/973242/
973236,Doctor Who. In the Blood,Colgan Jenny,,,,BBC books,2017,Doctor Who,,,235,200,130,20,10,3452,https://www.labirint.ru/books/973236/
985934,Ray Bradbury Stories. Volume 2,Bradbury Ray,,,,Harper Voyager,2008,,,,944,235,155,53,9,3455,https://www.labirint.ru/books/985934/
973379,Ghost Music,An Yu,,,,Harvill Press,2022,,,,350,225,145,23,10,2961,https://www.labirint.ru/books/973379/
900595,Семья фон Бек,Муркок Майкл,Прияткин Д.,,Дэви Джон,Фантастика,2022,Легенды фантастики,,Современная зарубежная проза,830,245,170,30,10,1091,https://www.labirint.ru/books/900595/
882637,"Там, где цветет полынь",Птицева Ольга,,,,Popcorn Books,2022,Выйди из шкафа,,Современная отечественная проза,532,210,140,45,7.9,492,https://www.labirint.ru/books/882637/
973207,Doctor Who and the Krikkitmen,"Adams Douglas, Goss James",,,,BBC books,2019,Doctor Who,,,286,200,125,30,0,2959,https://www.labirint.ru/books/973207/
871522,Heretics Of Dune,Herbert Frank,,,,Gollancz,2021,Dune,,,360,200,130,35,9,1769,https://www.labirint.ru/books/871522/
936151,Девушка у обрыва. Имя для птицы. Комплект в 2-х томах,Шефнер Вадим Сергеевич,,"Щеглов Е., Мельников Е., Чижиков Виктор Александрович",,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,1480,207,135,75,10,4032,https://www.labirint.ru/books/936151/
1002871,Мастер и Маргарита. Собрание Сочинений. Том 6,Булгаков Михаил Афанасьевич,,,,Престиж БУК,2024,,,Классическая отечественная проза,720,210,135,36,0,1512,https://www.labirint.ru/books/1002871/
191101,Чернильное сердце,Функе Корнелия,"Кряжимская А., Кушнир Н., Хакимов Н.",Функе Корнелия,,Махаон,2024,Чернильное сердце,,,425,185,130,23,9.31,855,https://www.labirint.ru/books/191101/
891108,Hide,White Kiersten,,,,DelRey,2022,,,,454,240,162,26,0,3254,https://www.labirint.ru/books/891108/
890806,Juniper & Thorn,Reid Ava,,,,DelRey,2022,,,,440,222,144,29,0,3255,https://www.labirint.ru/books/890806/
890455,The Second Sight of Zachary Cloudesley,Lusk Sean,,,,Doubleday,2022,,,,470,225,145,33,0,3255,https://www.labirint.ru/books/890455/
890430,The Raptures,Carson Jan,,,,Doubleday,2022,,,,438,225,145,30,0,3255,https://www.labirint.ru/books/890430/
888713,When We Were Birds,Banwo Ayanna Lloyd,,,,Penguin,2022,,,Фантастика и ужасы на английском языке,396,223,145,27,0,3506,https://www.labirint.ru/books/888713/
989803,Путешествие Алисы,Булычев Кир,,Соколов Г. В.,,Махаон,2023,Классная классика,,,492,240,200,15,10,697,https://www.labirint.ru/books/989803/
956221,The Curator,King Owen,,Jennings Kathleen,,Hodder & Stoughton,2023,,,,710,240,160,40,10,3037,https://www.labirint.ru/books/956221/
512438,Волшебник Земноморья,Ле Гуин Урсула,Тогоева Ирина Алексеевна,,,Азбука,2022,Мир Фантастики,,,618,216,147,27,9.17,855,https://www.labirint.ru/books/512438/
808658,Отряд,Каттер Ник,Акимова Мария,,,АСТ,2021,Мастера ужасов,,Современная зарубежная проза,474,206,135,38,8.6,641,https://www.labirint.ru/books/808658/
509387,Создатель кошмаров,"Пехов Алексей Юрьевич, Бычкова Елена Александровна, Турчанинова Наталья Владимировна",,,,Альфа-книга,2015,Фантастический боевик,,Современная отечественная проза,308,207,134,25,9.12,317,https://www.labirint.ru/books/509387/
971643,Мурмурация,Заугольная Оксана Олеговна,,,,Крафтовая литература,2023,Прячься!,Романы,Современная отечественная проза,342,210,151,15,9.12,545,https://www.labirint.ru/books/971643/
1009097,Родная страна,Доктороу Кори,Токарева Елена,,,Popcorn Books,2024,Popcorn Books. Внесерийное,,Современная зарубежная проза,422,215,145,35,0,498,https://www.labirint.ru/books/1009097/
979169,Верхний ярус,Пауэрс Ричард,Кудрявцев Николай,,,АСТ,2023,Великие романы,,Современная зарубежная проза,708,220,150,40,9.8,1194,https://www.labirint.ru/books/979169/
973399,Guestbook. Ghost Stories,Shapton Leanne,,,,Particular Books,2019,,,,660,217,163,33,10,4343,https://www.labirint.ru/books/973399/
839710,Недостающее звено. Сборник рассказов,Штерн Борис,,,,Текст,2022,Это фантастика!,,Современная отечественная проза,614,208,135,35,8.5,828,https://www.labirint.ru/books/839710/
815020,Ересь Хоруса. Книга VI. Эпоха тьмы. Отверженные мертвецы. Потерянное Освобождение,"Макнилл Грэм, Торп Гэв","Ластовцева Елена, Савельева И.",,Данн Кристиан,Фантастика,2021,The Horus Heresy,,Современная зарубежная проза,1946,246,181,55,10,1637,https://www.labirint.ru/books/815020/
758452,Зов Ктулху,Лавкрафт Говард Филлипс,"Дорогокупля В. Н., Богданов И. А., Нагорных Е., Лихачева Светлана Борисовна",Иванов Иван,,Феникс,2021,Хроники Некрономикона,,Классическая зарубежная проза,522,243,168,17,8.5,555,https://www.labirint.ru/books/758452/
993506,Времени нет,Брусницын Алексей,,,,Яуза,2024,Литрес: Фантастика,,Современная отечественная проза,246,210,135,22,6,625,https://www.labirint.ru/books/993506/
794741,"Гуси-гуси, га-га-га...",Крапивин Владислав Петрович,,Стерлигова Евгения Ивановна,Урбанович Галина,Лабиринт,2021,Детская художественная литература,"Лучшие книги Крапивина, Иллюстрированная библиотека фантастики и приключений",,538,224,172,18,9.42,584,https://www.labirint.ru/books/794741/
989954,Танец маленьких медведей. Очень маленький земной шар. Комплект в двух томах,Мифтахутдинов Альберт Валеевич,,Медведев А. Н.,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,,1434,206,133,73,10,4032,https://www.labirint.ru/books/989954/
883730,"""13 часов"" и другие удивительные истории",Тёрбер Джеймс,Лукашкина Маша,Казейкина Екатерина,,Волчок,2022,Зеленое солнце,,,380,223,150,17,10,425,https://www.labirint.ru/books/883730/
976235,Broken Light,Harris Joanne,,,,Orion,2023,,,,540,235,155,30,0,2547,https://www.labirint.ru/books/976235/
973272,Doctor Who. The Silent Stars Go By,Abnett Dan,,,,BBC books,2013,Doctor Who,,,215,197,130,20,9,2992,https://www.labirint.ru/books/973272/
973286,Doctor Who. Touched by an Angel,Morris Jonathan,,,,BBC books,2014,Doctor Who,,,165,200,130,15,10,2992,https://www.labirint.ru/books/973286/
973266,Doctor Who. The Missy Chronicles,Scott Cavan,,,,BBC books,2019,Doctor Who,,,162,195,128,15,8,2778,https://www.labirint.ru/books/973266/
973257,Doctor Who. Ten Little Aliens,Cole Stephen,,,,BBC books,2013,Doctor Who,,,225,200,130,20,9,2778,https://www.labirint.ru/books/973257/
973254,Doctor Who. Star Tales,"Cole Steve, Baxendale Trevor, Cotterill Jo",,,,BBC books,2019,Doctor Who,,,450,240,162,25,9,2992,https://www.labirint.ru/books/973254/
973217,Doctor Who. City of Death,"Adams Douglas, Goss James",,,,BBC books,2016,Doctor Who,,,224,197,127,20,10,2564,https://www.labirint.ru/books/973217/
973216,Doctor Who. Borrowed Time,Alderman Naomi,,,,BBC books,2018,Doctor Who,,,180,197,130,17,9.5,2564,https://www.labirint.ru/books/973216/
973213,Doctor Who. Autonomy,Blythe Daniel,,,,BBC books,2010,Doctor Who,,,145,180,110,15,8,2778,https://www.labirint.ru/books/973213/
973214,Doctor Who. Beautiful Chaos,Russell Gary,,,,BBC books,2013,Doctor Who,,,180,197,130,17,8,2992,https://www.labirint.ru/books/973214/
973212,Doctor Who. At Childhood’s End,"Aldred Sophie, Cole Steve, Tucker Mike",,,,BBC books,2021,Doctor Who,,,216,198,126,17,9,2992,https://www.labirint.ru/books/973212/
708900,Ритуалист. Фантастический роман в 2-х томах,Корнев Павел Николаевич,,,,Альфа-книга,2019,Фантастический боевик,,Современная отечественная проза,512,207,135,20,9.79,806,https://www.labirint.ru/books/708900/
920729,Чужак,Кинг Стивен,Покидаева Татьяна Юрьевна,,,АСТ,2023,Кинг: книжная полка,,Современная зарубежная проза,726,219,147,33,7.33,1145,https://www.labirint.ru/books/920729/
854102,Гибель шахмат. Повести и рассказы,Абрамов Александр Иванович,,Муханова Л.,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,570,207,135,28,0,2016,https://www.labirint.ru/books/854102/
854101,Время против времени,"Абрамов Александр Иванович, Абрамов Сергей Александрович",,,,Престиж БУК,2022,,,Классическая отечественная проза,550,205,135,30,0,2016,https://www.labirint.ru/books/854101/
421293,Как приручить дракона. Книга 1,Коуэлл Крессида,Токарева Елена,Коуэлл Крессида,,Азбука,2022,Как приручить дракона,,,348,207,146,17,8.98,648,https://www.labirint.ru/books/421293/
860581,Синий тайфун,"Абрамов Александр Иванович, Абрамов Сергей Александрович",,"Юдин В., Терещенко В., Гришин Н.",,Престиж БУК,2022,,,Классическая отечественная проза,636,210,135,35,0,2016,https://www.labirint.ru/books/860581/
874612,Самый долгий день,Бондаренко Вячеслав Васильевич,,Никулушкин Дмитрий,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,"Исторический роман, Современная отечественная проза",512,205,130,25,10,2016,https://www.labirint.ru/books/874612/
865952,Женщина-лиса и голубая пагода. Черное колесо. Романы,"Меррит Абрахам Грейс, Ханнес Бок",Грузберг А.,Ханнес Бок,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,728,207,135,37,10,2016,https://www.labirint.ru/books/865952/
896192,"Легенды Океании. Рассказы, поэзия, очерки",Масаинов Алексей Алексеевич,,,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,"Мемуары, Эпос и фольклор",622,206,133,32,0,2016,https://www.labirint.ru/books/896192/
882069,Пятерка с хвостиком,Нестайко Всеволод Зиновьевич,Сомов Я. Л.,,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,,654,208,137,35,4,2016,https://www.labirint.ru/books/882069/
896194,Ящик с секретом,Нестайко Всеволод Зиновьевич,"Сомов Я. Л., Езерницкая С.",,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Молодежная литература,786,208,136,42,0,2016,https://www.labirint.ru/books/896194/
908381,Бесконечность I. Катастрофы разума,Волков Андрей Вячеславович,,Сереброва Ольга,,Русский мир,2022,Covert Netherworld = Тайное закулисье,,"Криминальный отечественный детектив, Современная отечественная проза",962,208,133,50,0,2016,https://www.labirint.ru/books/908381/
915268,Это было в Праге,Брянцев Георгий Михайлович,,"Чупрыгин Б., Васильев Б.",,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,898,210,140,42,0,2016,https://www.labirint.ru/books/915268/
915270,Переигровка,Щепетнев Василий Павлович,,Мельников Евгений,,Престиж БУК,2023,,,Современная отечественная проза,642,207,135,32,10,2016,https://www.labirint.ru/books/915270/
940522,Мир семи поколений,Брюсов Валерий Яковлевич,,"Бердслей Обри, Мартини А., Дурнов М.",,Престиж БУК,2023,Волшебная страна Оз,,Классическая отечественная проза,652,210,135,35,10,2016,https://www.labirint.ru/books/940522/
929200,Черный замок Ольшанский,Короткевич Владимир Семенович,Жолнерович П.,Анашкина Ирина,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,776,208,135,40,9.75,2016,https://www.labirint.ru/books/929200/
948593,Льды возвращаются. Пунктир воспоминаний,Казанцев Александр Петрович,,Макаров Ю. Г.,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,706,207,135,16,7,2016,https://www.labirint.ru/books/948593/
936153,В звездные миры,Бережной Василий Павлович,"Млинченко К., Сынгаевский П., Спринский Василий","Аржекаев Б., Довгаль А., Зубковский Г.",,Престиж БУК,2023,,,Классическая зарубежная проза,650,210,135,35,0,2016,https://www.labirint.ru/books/936153/
948592,Гибель Синего Орла,Болдырев Виктор Николаевич,,"Успенский В., Шмаринов А.",,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Военный роман,715,200,135,33,0,2016,https://www.labirint.ru/books/948592/
974653,Приключения Генри Тернбакла,Ритчи Джек,"Самуйлов Лев, Бушуев А., Бушуева Т. А.",Турбин Андрей,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,675,206,130,35,10,2016,https://www.labirint.ru/books/974653/
974652,Особое мнение,Дручин Игорь Сергеевич,,,,Престиж БУК,2023,,,Современная отечественная проза,616,210,132,30,0,2016,https://www.labirint.ru/books/974652/
991660,Ритм галактик,Дручин Игорь Сергеевич,,Смирнов В.,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,626,207,131,32,0,2016,https://www.labirint.ru/books/991660/
984606,Проклятье мертвых,Биргер Алексей Борисович,,Медведев А.,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,564,210,140,14,0,2016,https://www.labirint.ru/books/984606/
1000315,Бесконечность вторая. Медальон погибшей принцессы,Волков Андрей Вячеславович,,Сереброва Ольга,,Русский мир,2023,Covert Netherworld = Тайное закулисье,,Современная отечественная проза,1098,210,135,55,0,2016,https://www.labirint.ru/books/1000315/
996345,Тени лунных кратеров,Дручин Игорь Сергеевич,,,,Престиж БУК,2023,,,Современная отечественная проза,644,210,135,32,10,2016,https://www.labirint.ru/books/996345/
1000655,Судовая роль,Прашкевич Геннадий Мартович,,Шуриц Александр,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,584,206,130,30,10,2016,https://www.labirint.ru/books/1000655/
1000656,Пьем до дна. Семеро вне времени,Загат Артур Лео,Грузберг А. А.,Скороход А. С.,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,,562,207,132,28,0,2016,https://www.labirint.ru/books/1000656/
1006731,Форт в лазури,Шаламов Михаил Львович,,Медведева Александра,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,720,215,135,40,0,2016,https://www.labirint.ru/books/1006731/
1007257,Тайна Лунного камня,Чэнь Цзятун,Семенова Мария,Белышева Анна Андреевна,,Редакция Вилли Винки,2024,Путешествие Белого Лиса,,,302,218,141,16,0,598,https://www.labirint.ru/books/1007257/
857219,Испытание Грача. Книга 1. Тени прошлого,Хантер Эрин,Максимова В.,Меньшикова Юлия Анатольевна,,ОлмаМедиаГрупп/Просвещение,2022,Коты-воители. Испытание Грача,,,380,206,130,20,9.53,388,https://www.labirint.ru/books/857219/
872163,Похититель детей,Сюпервьель Жюль,Поляк Ольга,,,Текст,2022,Классика ХХ,,Классическая зарубежная проза,250,208,130,11,7.52,360,https://www.labirint.ru/books/872163/
851387,Соломон Кейн и другие герои. Рассказы и повести,Говард Роберт Ирвин,"Семенова Мария Васильевна, Корчагин Г.",,,Феникс,2022,Шедевры фантастики,,Классическая зарубежная проза,670,243,173,22,9.33,802,https://www.labirint.ru/books/851387/
938105,Любителям пощекотать нервы. Комплект из 3-х книг,"Донценко Татьяна Евгеньевна, Стрельникова Кристина Ивановна",,,,Пять четвертей,2023,Комплекты,,"Повести и рассказы о детях, Приключения. Детективы",1640,216,146,92,9.77,2008,https://www.labirint.ru/books/938105/
966675,The Dark Between The Trees,Barnett Fiona,,,,Solaris,2022,,,,360,225,145,25,8,2425,https://www.labirint.ru/books/966675/
910355,Fearie Tales. Books of Horror,"Gaiman Neil, Харрис Джоанн, Линдквист Юн Айвиде",,,,Jo Fletcher Books,2014,,,,308,200,130,27,10,2137,https://www.labirint.ru/books/910355/
983356,Доминион,Сэнсом К. Дж.,Яковлев А.,,,Азбука,2023,The Big Book,,Современная зарубежная проза,806,217,145,35,9.75,963,https://www.labirint.ru/books/983356/
906246,Испытание Грача. Прощение,Хантер Эрин,Максимова В.,Меньшикова Юлия,,ОлмаМедиаГрупп/Просвещение,2023,Коты-воители. Испытание Грача,,,346,207,130,17,9.5,388,https://www.labirint.ru/books/906246/
599472,Таинственный незнакомец,Твен Марк,Старцев А.,Уайет Ньюэлл Конверс,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2017,Книги Марка Твена,,,352,224,172,13,9.07,525,https://www.labirint.ru/books/599472/
663620,Заповедник для академиков. 1934-1939 гг.,Булычев Кир,,,,Вече,2019,Новая библиотека приключений и научной фантастики,,Современная отечественная проза,410,207,136,23,7,396,https://www.labirint.ru/books/663620/
779391,Заблудившийся звездолёт,Мошковский Анатолий Иванович,,Вальк Генрих Оскарович,,Детская литература,2022,Наша марка,,,432,222,170,16,9.88,460,https://www.labirint.ru/books/779391/
682236,История научной фантастики Джеймса Кэмерона,Кэмерон Джеймс,Ионов Алексей,,Бакулин Вячеслав Александрович,АСТ,2019,,,Артбуки. Игровые миры. Вселенные,1050,248,198,24,8.4,3681,https://www.labirint.ru/books/682236/
952539,Фантастический детектив 2. Урри Вульф и украденные луниты,Высокосная Евгения Валентиновна,,Теплова Елена,,Феникс-Премьер,2023,Детский детектив,,Мистика. Фантастика. Фэнтези,422,237,172,15,10,567,https://www.labirint.ru/books/952539/
885657,Blood And Gold,Rice Anne,,,,Arrow Books,2010,The Vampire Chronicles,,,518,197,130,33,10,2473,https://www.labirint.ru/books/885657/
844782,Тайна Урулгана,Булычев Кир,,,,Текст,2022,Это фантастика!,,Современная отечественная проза,297,206,129,15,8.13,374,https://www.labirint.ru/books/844782/
792192,Джинн и королева-кобра,Керр Филипп,Варшавер Ольга,Исаева Ольга,,Качели,2021,Дети лампы,Книги для подростков,,538,219,148,24,8.75,461,https://www.labirint.ru/books/792192/
993618,Архаровцы. Тайна императрицы,Трускиновская Далия Мееровна,,,,Вече,2024,Новая библиотека приключений и научной фантастики,,Современная отечественная проза,400,206,132,20,10,573,https://www.labirint.ru/books/993618/
575922,Кира и секрет бублика,Шефер Бодо,Борич С. Э.,,,Попурри,2020,,,Мистика. Фантастика. Фэнтези,270,222,160,15,8.11,535,https://www.labirint.ru/books/575922/
911388,Сказки барда Бидля,Роулинг Джоан Кэтлин,Спивак Маша,Томич Томислав,,Махаон,2023,Гарри Поттер,,,447,225,175,16,8.56,855,https://www.labirint.ru/books/911388/
692576,Nightmares and Dreamscapes,King Stephen,,,,Hodder & Stoughton,2022,,,,678,196,130,42,10,1669,https://www.labirint.ru/books/692576/
458735,Война с лилипутами,Булычев Кир,,Мигунов Евгений Тихонович,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2015,БИСС,,,732,221,174,26,9.37,1187,https://www.labirint.ru/books/458735/
943771,Древний. Катастрофа. Корпорация. Война. Уникальное лимитированное издание,Тармашев Сергей Сергеевич,,,,АСТ,2023,Легенда российской фантастики,,Современная отечественная проза,1284,240,175,60,10,2376,https://www.labirint.ru/books/943771/
904663,A Catalogue of Catastrophe,Taylor Jodi,,,,Headline,2022,Chronicles of St. Mary`s,,,360,200,130,30,0,2022,https://www.labirint.ru/books/904663/
922064,Bad Monkeys,Ruff Matt,,,,Bloomsbury,2007,Bloomsbury Paperbacks,,,194,197,130,15,0,2509,https://www.labirint.ru/books/922064/
185471,Дьюма-Ки,Кинг Стивен,Вебер В. А.,,Тихоненко С.,АСТ,2009,Темная башня,,Современная зарубежная проза,534,207,133,37,9.39,816,https://www.labirint.ru/books/185471/
910268,All the Seas of the World,Kay Guy Gavriel,,,,Hodder & Stoughton,2022,,,,754,240,160,45,10,4361,https://www.labirint.ru/books/910268/
660466,Египетская сила,Белянин Андрей Олегович,,Белянин Андрей Олегович,,Альфа-книга,2022,Фантастический боевик,,Современная отечественная проза,253,210,135,22,8.79,446,https://www.labirint.ru/books/660466/
892133,Doctor Who. I Am The Master,"Anghelides Peter, Wright Mark, Tucker Mike",,,,BBC books,2020,Doctor Who,,,434,225,145,30,0,2955,https://www.labirint.ru/books/892133/
819020,Меня зовут Бой,Станиславская Елена Николаевна,,Андреева Анна,,Пять четвертей,2022,Искажения,,Молодежная литература,546,218,149,23,9.07,626,https://www.labirint.ru/books/819020/
884785,Quicksilver,Stephenson Neal,,,,Arrow Books,2004,,,,672,197,127,47,0,2744,https://www.labirint.ru/books/884785/
986415,Ascension,Binge Nicholas,,,,Harper Voyager,2023,,,,534,240,160,30,0,2516,https://www.labirint.ru/books/986415/
956113,Garth Marenghi s TerrorTome,Marenghi Garth,,,,Hodder & Stoughton,2022,,,,512,240,160,26,0,2794,https://www.labirint.ru/books/956113/
885004,The Witching Hour,Rice Anne,,,,Arrow Books,2004,,,,628,178,108,53,10,2781,https://www.labirint.ru/books/885004/
966670,The Immortality Thief,Hunt Taran,,,,Solaris,2022,The Kystrom Chronicles,,,712,223,142,47,8,2789,https://www.labirint.ru/books/966670/
956079,City of Nightmares,Schaeffer Rebecca,,,,Hodder & Stoughton,2023,,,,608,240,165,32,10,3009,https://www.labirint.ru/books/956079/
718360,Пикник на обочине,"Стругацкий Аркадий Натанович, Стругацкий Борис Натанович",,,Демичев В.,АСТ,2023,Лучшие книги братьев Стругацких,,Современная отечественная проза,230,207,130,19,8.71,492,https://www.labirint.ru/books/718360/
833318,Сияние,Кинг Стивен,Моничев И.,Чонг Винсент,,АСТ,2021,Стивен Кинг. Иллюстрированные шедевры,,Современная зарубежная проза,962,242,170,35,7.17,1630,https://www.labirint.ru/books/833318/
