,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
735,736,75,4,60.0,10800,1,1,3,3,0,4,0,17,2,2,0,4,2.0794415416798357,7,1914,1970,1,1,13,14,2,0.0,3,4,0,2,4,2,5,390,6,0,490,880,2,1,0,4,880,888,0,7.478169694159785,0,0,1,1,2,1,3,6,6,2,5,5,1914.0,3,2,320,5,5,0,0,341,0,0,0,0,3,4,1,0,10,2006,8,4,12.001511614739405
736,737,90,3,60.0,8544,1,1,3,3,0,4,0,12,2,2,2,2,1.3862943611198906,4,1950,1950,1,1,11,11,2,0.0,3,4,1,3,2,3,4,0,4,0,0,0,1,2,0,1,1040,0,0,6.947937068614969,0,0,2,0,2,2,3,6,6,0,3,5,1949.0,3,2,400,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2006,8,4,11.445727410406752
737,738,60,3,72.0,10463,1,1,0,1,0,1,0,8,2,2,0,5,2.1972245773362196,5,2005,2005,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,893,893,1,0,1,4,901,900,0,7.496652438168283,0,0,2,1,3,1,2,8,6,1,2,1,2005.0,0,3,800,5,5,2,0,116,0,0,0,0,3,4,1,0,6,2006,8,4,12.3879816172226
738,739,90,3,60.0,10800,1,1,3,3,0,4,0,7,2,2,2,2,1.791759469228055,5,1987,1988,1,1,9,10,2,0.0,3,4,1,2,1,1,2,1200,6,0,0,1200,1,4,1,4,1200,0,0,7.0909098220799835,3,0,3,0,3,1,3,5,6,0,3,6,0.0,1,0,0,3,3,2,120,0,0,0,0,0,3,4,1,0,3,2009,8,2,12.095146671399466
739,740,60,3,65.0,9313,1,1,0,3,0,4,0,5,2,2,0,5,2.0794415416798357,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,864,864,1,0,1,4,864,864,0,7.455298485683291,0,0,2,1,3,1,2,7,6,0,3,1,2004.0,2,2,572,5,5,2,187,56,0,0,0,0,3,4,1,0,4,2009,8,4,12.154784614286667
740,741,70,4,60.0,9600,1,0,3,3,0,4,0,17,2,2,0,5,1.791759469228055,7,1910,2002,1,1,13,15,2,0.0,3,2,0,1,0,4,6,0,6,0,264,264,1,0,1,4,768,664,0,7.267525427828172,0,0,2,0,2,1,3,7,6,0,3,5,1910.0,3,2,360,5,2,2,270,0,112,0,0,0,3,0,1,0,5,2007,8,0,11.790564777297387
741,742,20,3,65.0,6768,1,1,0,3,0,4,0,19,1,2,0,2,1.9459101490553132,8,1961,1996,3,1,6,6,2,0.0,3,2,1,4,4,2,2,832,6,0,80,912,1,2,1,4,912,0,0,6.816735880594968,1,1,1,0,3,1,2,5,6,0,3,5,1962.0,3,1,288,5,5,2,168,0,0,0,0,0,3,0,1,0,5,2008,8,4,11.863589378812122
742,743,20,3,65.0,8450,1,1,3,3,0,4,0,20,2,2,0,2,2.0794415416798357,5,2000,2001,1,1,12,13,1,108.0,3,4,2,2,4,4,6,0,6,0,1349,1349,1,0,1,4,1349,0,0,7.2078598714324755,0,0,2,0,3,1,3,6,6,0,3,1,2000.0,3,2,539,5,5,2,120,55,0,0,0,0,3,0,1,0,12,2007,8,4,12.095146671399466
743,744,80,3,70.0,12886,1,1,0,3,0,4,0,19,2,2,0,7,1.791759469228055,6,1963,1999,1,1,6,6,2,0.0,3,4,1,2,4,0,0,444,6,0,76,520,1,0,1,4,1464,0,0,7.289610521451167,0,1,2,0,3,1,3,6,3,1,5,1,1997.0,2,2,480,5,5,2,302,0,0,0,100,0,3,4,1,0,10,2009,8,4,12.07254696717504
744,745,120,3,41.0,5395,1,1,0,1,0,4,0,22,2,2,4,2,2.1972245773362196,5,1993,1993,1,1,6,6,2,0.0,2,4,2,2,4,4,2,733,6,0,604,1337,1,2,1,4,1337,0,0,7.198931240688173,1,0,2,0,2,1,2,5,6,1,5,1,1993.0,2,2,462,5,5,2,96,0,70,168,0,0,3,4,1,0,10,2008,8,4,12.100717685412471
745,746,60,3,69.0,8963,1,1,0,3,0,4,0,14,2,2,0,5,2.1972245773362196,9,1976,1996,3,1,12,13,1,289.0,0,2,1,4,1,4,2,575,0,80,487,1142,1,0,1,4,1175,1540,0,7.906915488678587,0,1,3,1,4,1,2,11,6,2,5,3,1994.0,0,2,831,5,5,2,0,204,0,0,0,0,3,4,1,0,7,2008,8,4,12.61087420020211
746,747,60,3,69.0,8795,1,1,0,3,0,4,0,8,2,2,0,5,2.0794415416798357,5,2000,2000,1,1,12,13,2,0.0,2,4,2,2,4,4,2,300,6,0,652,952,1,0,1,4,980,1276,0,7.721791776817535,0,0,2,1,4,1,2,8,6,1,5,3,2000.0,0,2,554,5,5,2,224,54,0,0,0,0,3,4,1,0,4,2009,8,4,12.371591321286905
747,748,70,4,65.0,11700,1,2,0,3,0,0,0,17,2,2,0,5,2.0794415416798357,7,1880,2003,4,1,11,12,2,0.0,2,4,4,4,0,4,6,0,6,0,1240,1240,2,4,0,4,1320,1320,0,7.878912912297133,0,0,1,1,4,1,2,8,6,1,2,5,1950.0,3,4,864,5,5,0,181,0,386,0,0,0,3,4,1,0,5,2009,8,4,12.491176396967154
748,749,20,3,59.0,10593,1,1,0,3,0,4,0,15,2,2,0,2,2.0794415416798357,5,1996,1996,3,1,12,13,1,338.0,2,4,2,2,4,4,2,919,6,0,801,1720,1,0,1,4,1720,0,0,7.450660796211539,1,0,2,0,3,1,2,7,6,1,5,1,1996.0,0,2,527,5,5,2,240,56,154,0,0,0,3,4,1,0,3,2010,8,4,12.469978029554953
749,750,50,3,50.0,8405,1,1,3,3,0,4,0,7,2,2,0,0,1.6094379124341003,3,1945,1950,1,1,14,15,2,0.0,3,4,3,3,2,3,4,0,4,0,0,0,5,4,0,1,1088,441,0,7.333023014386481,0,0,2,0,4,1,3,9,4,0,3,5,1945.0,3,1,240,5,5,0,92,0,185,0,0,0,3,4,1,0,4,2009,8,4,11.49273296168228
750,751,50,4,55.0,8800,1,0,3,3,0,0,0,17,2,2,0,0,1.6094379124341003,7,1910,2004,1,1,13,14,2,0.0,3,4,0,4,0,4,6,0,6,0,576,576,1,2,1,4,792,348,0,7.039660349862076,0,0,1,0,3,1,3,7,3,0,3,6,0.0,1,0,0,3,3,0,0,160,0,0,0,0,3,4,1,0,6,2010,8,4,11.477308649967686
751,752,60,3,69.0,7750,1,1,3,3,0,4,0,8,6,2,0,5,2.0794415416798357,5,2003,2003,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,660,660,1,0,1,4,660,660,0,7.186144304522325,0,0,2,1,3,1,2,6,6,0,3,1,2003.0,0,2,400,5,5,2,0,48,0,0,0,0,3,4,1,0,8,2007,8,4,11.995357787034976
752,753,20,3,79.0,9236,1,1,0,3,0,4,0,5,2,2,0,2,1.9459101490553132,5,1997,1997,1,1,12,13,2,0.0,3,2,2,2,4,1,2,1200,6,0,279,1479,1,0,1,4,1494,0,0,7.3098814858247865,1,0,2,0,3,1,2,6,6,0,3,1,1997.0,2,2,576,5,5,2,168,27,0,0,0,0,3,4,1,0,7,2006,8,4,12.28765724080691
753,754,60,3,80.0,10240,1,1,3,3,0,4,0,16,2,2,0,5,2.1972245773362196,5,2005,2005,1,1,12,13,1,178.0,2,4,2,2,4,2,6,0,6,0,1030,1030,1,2,1,4,1038,1060,0,7.649216319820633,0,0,2,1,3,1,0,8,6,1,2,1,2005.0,2,3,878,5,5,2,192,52,0,0,0,0,3,4,1,0,3,2006,8,4,12.526346537332584
754,755,20,3,61.0,7930,1,1,3,3,0,4,0,12,2,2,0,2,1.9459101490553132,8,1969,2005,1,1,9,10,2,0.0,3,4,1,4,4,4,2,439,3,472,115,1026,1,2,1,4,1026,0,0,6.934397209928558,1,0,1,0,3,1,2,5,6,0,3,5,1969.0,2,2,440,5,5,2,171,48,0,0,0,0,3,4,1,0,7,2009,8,4,11.957617696467539
755,756,160,1,34.0,3230,1,2,3,3,0,4,0,21,2,2,4,5,1.9459101490553132,5,1999,1999,1,1,8,8,1,894.0,3,4,2,2,4,4,2,381,6,0,348,729,1,2,1,4,742,729,0,7.294377299288821,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,24,0,0,0,0,3,4,1,0,3,2009,8,4,12.058158312538197
756,757,60,3,68.0,10769,1,1,0,3,0,4,0,5,2,2,0,5,2.1972245773362196,5,2007,2007,1,1,12,13,2,0.0,2,4,2,2,4,0,2,20,6,0,846,866,1,0,1,4,866,902,0,7.478169694159785,0,0,2,1,3,1,2,7,6,0,3,1,2007.0,2,2,578,5,5,2,144,105,0,0,0,0,3,4,1,0,4,2009,8,4,12.264346270624157
757,758,60,3,69.0,11616,1,1,0,3,0,1,0,19,2,2,0,5,1.9459101490553132,5,1978,1978,3,1,6,6,0,328.0,3,4,1,4,4,2,5,438,6,0,234,672,1,4,1,4,672,714,0,7.234898420314831,0,0,2,1,3,1,3,6,6,1,5,1,1978.0,0,2,440,5,5,2,335,0,0,0,0,0,3,0,1,0,4,2010,8,0,11.97603664577121
758,759,160,1,24.0,2280,1,2,3,3,0,4,0,21,2,2,3,5,2.0794415416798357,5,1999,1999,1,1,8,8,1,360.0,3,4,2,2,4,4,0,549,6,0,195,744,1,2,1,4,757,744,0,7.31455283232408,0,0,2,1,3,1,3,6,6,0,3,5,1999.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,12.097378802727306
759,760,60,3,65.0,12257,1,1,0,3,0,4,0,15,2,2,0,5,2.1972245773362196,5,1995,1995,1,1,12,13,1,513.0,2,4,2,2,4,0,3,56,0,64,1198,1318,1,0,1,4,1328,1203,0,7.836764783264067,0,0,2,1,4,1,2,9,6,1,5,1,1995.0,2,3,752,5,5,2,222,98,0,0,0,0,3,4,1,0,11,2007,8,4,12.577639650232573
760,761,20,3,70.0,9100,1,1,3,3,0,4,0,12,2,2,0,2,1.9459101490553132,6,1959,1959,3,1,13,14,2,0.0,3,4,1,4,4,4,5,612,6,0,252,864,1,0,1,4,864,0,0,6.762729506931879,0,0,1,0,2,1,3,5,6,0,3,5,2008.0,3,1,300,0,0,2,0,0,0,0,0,0,3,4,3,450,10,2009,8,4,11.755879486687116
761,762,30,4,60.0,6911,1,1,3,3,0,2,0,3,1,2,0,2,1.791759469228055,5,1924,1950,1,1,13,14,2,0.0,3,4,2,4,4,2,3,405,6,0,740,1145,1,4,1,4,1301,0,0,7.171656822768514,0,0,1,0,2,1,1,5,2,0,3,5,1965.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2009,8,4,11.51293546492023
762,763,60,1,72.0,8640,1,1,3,3,0,4,0,21,2,2,0,5,2.0794415416798357,5,2009,2009,1,1,12,13,2,0.0,3,4,2,2,4,2,2,24,6,0,732,756,1,0,1,4,764,783,0,7.344719054149673,0,0,2,1,3,1,2,7,6,0,3,1,2009.0,3,2,614,5,5,2,169,45,0,0,0,0,3,4,1,0,6,2010,2,4,12.279327754099118
763,764,60,3,82.0,9430,1,1,3,3,0,4,0,15,2,2,0,5,2.1972245773362196,5,1999,1999,1,1,12,13,1,673.0,2,4,2,2,4,2,2,1163,6,0,89,1252,1,0,1,4,1268,1097,0,7.768956044538332,1,0,2,1,3,1,2,8,6,1,2,1,1999.0,2,3,856,5,5,2,0,128,0,0,180,0,3,4,1,0,7,2009,8,4,12.727841176689147
764,765,120,3,30.0,9549,1,1,0,3,0,1,0,24,2,2,4,2,2.1972245773362196,5,1995,1996,3,1,3,3,2,0.0,2,2,2,2,1,0,3,437,2,1057,0,1494,1,0,1,4,1494,0,0,7.3098814858247865,1,0,1,1,2,1,0,6,6,1,2,1,1995.0,0,2,481,5,5,2,0,30,0,0,216,0,3,4,1,0,4,2006,8,4,12.506180941677357
765,766,20,3,75.0,14587,1,1,0,3,0,4,0,21,2,2,0,2,2.302585092994046,5,2008,2008,1,1,12,13,3,284.0,2,4,2,2,4,4,6,0,6,0,1498,1498,1,0,1,4,1506,0,0,7.317876198626496,0,0,2,0,2,1,0,6,6,1,2,1,2008.0,0,2,592,5,5,2,0,174,0,0,0,0,3,4,1,0,8,2008,6,5,12.484208043148733
766,767,60,3,80.0,10421,1,1,3,3,0,4,0,14,2,2,0,5,2.0794415416798357,5,1988,1988,1,1,6,6,1,42.0,3,4,1,2,4,4,2,394,6,0,586,980,1,4,1,4,980,734,0,7.44716835960004,0,0,2,1,3,1,3,7,6,1,5,1,1988.0,3,2,496,5,5,2,228,66,156,0,0,0,3,2,3,500,3,2010,8,4,12.188422799337028
767,768,50,3,75.0,12508,1,1,0,3,0,4,0,11,2,2,0,0,1.9459101490553132,7,1940,1985,1,1,12,13,2,0.0,3,4,1,2,4,2,0,660,6,0,323,983,1,0,1,4,983,767,0,7.467942332285852,1,0,2,0,4,1,3,7,4,0,3,1,1989.0,3,1,423,5,5,2,245,0,156,0,0,0,3,4,3,1300,7,2008,8,4,11.982935344196433
768,769,20,3,70.0,9100,1,1,3,3,0,4,0,5,2,2,0,2,2.0794415416798357,5,2004,2005,3,1,12,13,2,0.0,2,4,2,2,4,4,2,24,6,0,1836,1860,1,0,1,4,1836,0,0,7.515889085215125,0,0,2,0,3,1,2,8,6,1,2,1,2004.0,0,2,484,5,5,2,120,33,0,0,0,0,3,4,1,0,10,2006,8,4,12.28690580994122
769,770,60,3,47.0,53504,1,1,1,1,0,1,1,22,2,2,0,5,2.1972245773362196,5,2003,2003,3,1,5,15,1,603.0,0,4,2,2,4,1,0,1416,6,0,234,1650,1,0,1,4,1690,1589,0,8.09559870137819,1,0,3,1,4,1,0,12,4,1,2,3,2003.0,0,3,841,5,5,2,503,36,0,0,210,0,3,4,1,0,6,2010,8,4,13.195615697878253
770,771,85,3,69.0,7252,1,1,0,3,0,1,0,19,2,2,0,6,1.791759469228055,5,1982,1982,3,1,13,14,2,0.0,3,4,1,2,4,0,2,685,6,0,173,858,1,4,1,4,858,0,0,6.755768921984255,1,0,1,0,2,1,3,5,6,0,3,5,1983.0,3,2,576,5,5,2,120,0,0,0,0,0,3,4,1,0,4,2009,8,4,11.812296455066814
771,772,20,3,67.0,8877,1,1,3,3,0,4,0,7,2,2,0,2,1.6094379124341003,5,1951,1951,1,1,13,14,2,0.0,3,4,1,1,0,4,3,836,6,0,0,836,1,4,1,1,1220,0,0,7.107425474110705,0,0,1,0,2,1,3,6,6,0,3,5,1951.0,3,2,396,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2006,0,4,11.532737896139919
772,773,80,3,94.0,7819,1,1,3,3,0,4,0,7,2,2,0,7,1.9459101490553132,5,1976,1976,1,1,9,10,2,0.0,3,4,1,4,4,0,0,422,1,127,480,1029,1,4,1,4,1117,0,0,7.0192966537150445,1,0,1,0,3,1,3,6,6,1,5,5,1976.0,3,2,672,5,5,2,144,0,0,0,0,0,3,2,1,0,3,2010,8,0,11.580593459194764
773,774,20,3,70.0,10150,1,1,3,3,0,4,0,12,1,2,0,2,1.791759469228055,5,1958,1958,1,1,13,14,2,1.0,3,4,1,4,4,4,5,456,6,0,456,912,1,0,1,0,912,0,0,6.816735880594968,0,0,1,0,2,1,3,5,6,0,3,1,1958.0,2,1,275,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,0,4,11.648338835562747
774,775,20,3,110.0,14226,1,1,3,3,0,0,0,16,2,2,0,2,2.1972245773362196,5,2006,2006,3,1,12,13,1,375.0,2,4,2,2,4,0,6,0,6,0,1935,1935,1,2,1,4,1973,0,0,7.587817219993427,0,0,2,0,3,1,2,9,6,1,2,1,2006.0,0,3,895,5,5,2,315,45,0,0,0,0,3,4,1,0,7,2007,6,5,12.886643575525625
775,776,120,4,32.0,4500,1,1,3,3,0,2,0,11,2,2,4,2,1.9459101490553132,5,1998,1998,3,1,12,13,1,320.0,3,4,2,0,4,4,2,866,6,0,338,1204,1,0,1,4,1204,0,0,7.094234845924755,1,0,2,0,2,1,3,5,6,0,3,1,1998.0,0,2,412,5,5,2,0,247,0,0,0,0,3,4,1,0,6,2009,8,4,11.995357787034976
776,777,20,3,86.0,11210,1,1,0,3,0,4,0,5,2,2,0,2,2.0794415416798357,5,2005,2006,1,1,12,13,1,240.0,2,4,2,2,4,0,2,20,6,0,1594,1614,1,0,1,4,1614,0,0,7.387090235656757,0,0,2,0,3,1,2,7,6,0,3,1,2005.0,2,3,865,5,5,2,144,59,0,0,0,0,3,4,1,0,7,2006,6,5,12.308182383129823
777,778,20,3,100.0,13350,1,1,0,3,0,4,0,19,2,2,0,2,1.791759469228055,5,1974,1974,3,1,6,10,2,0.0,3,4,1,4,4,4,0,762,6,0,102,864,1,4,1,4,894,0,0,6.796823718274855,1,0,1,0,3,1,3,5,6,1,1,1,1974.0,3,2,440,5,5,2,241,0,0,0,0,0,3,2,1,0,6,2006,8,4,11.86710429621008
778,779,90,2,60.0,8400,1,1,3,3,0,4,0,20,1,2,2,2,1.791759469228055,5,1977,1977,1,1,9,10,1,320.0,3,4,3,3,2,3,4,0,4,0,0,0,1,4,1,4,2020,0,0,7.611347717403621,0,0,2,0,4,2,3,10,6,2,5,5,1977.0,3,2,630,5,5,2,0,0,0,0,0,0,3,4,1,0,10,2007,8,4,11.87757552297847
779,780,90,3,78.0,10530,1,1,3,3,0,4,0,11,2,2,2,6,1.9459101490553132,5,1977,1977,1,1,9,7,1,90.0,3,4,1,2,4,1,2,975,6,0,0,975,1,4,1,4,1004,0,0,6.912742820493176,1,0,1,0,2,1,3,4,6,0,3,1,1977.0,3,2,504,5,5,2,0,0,0,0,0,0,3,4,1,0,5,2006,8,4,11.813037464800539
780,781,20,3,63.0,7875,1,1,3,3,0,4,0,8,2,2,0,2,2.0794415416798357,5,1995,1996,1,1,6,6,1,38.0,3,4,2,2,1,4,6,0,6,0,1237,1237,1,2,1,4,1253,0,0,7.134093721192866,0,0,2,0,3,1,3,6,6,1,5,1,1995.0,0,2,402,5,5,2,220,21,0,0,0,0,3,4,1,0,6,2007,8,4,12.07824495582233
781,782,60,3,65.0,7153,1,1,3,3,0,4,0,20,2,2,0,5,1.9459101490553132,5,1992,1992,1,1,12,13,2,0.0,2,2,2,2,4,4,0,387,6,0,374,761,1,0,1,4,810,793,0,7.38025578842646,0,0,2,1,3,1,2,7,6,0,3,1,1992.0,2,2,484,5,5,2,0,124,0,0,0,0,3,4,1,0,7,2006,8,4,12.077676615757813
782,783,20,3,67.0,16285,1,1,1,3,0,4,0,5,2,2,0,2,2.0794415416798357,5,2001,2002,1,1,12,13,2,0.0,2,4,2,2,4,4,6,0,6,0,1413,1413,1,0,1,4,1430,0,0,7.266128779556451,0,0,2,0,3,1,2,6,6,0,3,1,2001.0,2,2,605,5,5,2,0,33,0,0,0,0,3,4,1,0,6,2009,8,4,12.139403856983334
783,784,85,3,69.0,9101,1,1,0,3,0,0,0,11,2,2,0,6,1.791759469228055,6,1978,1978,1,1,9,10,1,104.0,3,2,2,2,4,0,2,1097,6,0,0,1097,1,0,1,4,1110,0,0,7.01301578963963,1,0,1,0,1,1,2,4,6,1,5,1,1978.0,0,2,602,5,5,2,303,30,0,0,0,0,3,4,1,0,7,2009,8,4,12.016732516077072
784,785,75,4,35.0,6300,1,0,3,3,0,4,0,17,2,2,0,4,1.9459101490553132,6,1914,2001,1,1,13,15,2,0.0,3,4,1,4,4,4,6,0,6,0,742,742,1,0,1,4,742,742,0,7.3031700512368,0,0,2,0,3,1,3,9,6,1,2,6,0.0,1,0,0,3,3,2,0,291,134,0,0,0,3,4,1,0,6,2008,8,4,11.759793355371237
785,786,20,3,69.0,9790,1,1,3,3,0,4,0,14,1,2,0,2,1.9459101490553132,5,1967,1967,1,1,3,14,2,0.0,3,4,1,4,4,4,5,251,3,630,491,1372,1,4,1,4,1342,0,0,7.202661196523238,0,0,2,0,3,1,3,7,6,1,2,1,1967.0,3,2,457,5,5,2,0,0,0,0,197,0,3,4,1,0,9,2009,8,4,11.992266613576142
786,787,50,4,60.0,10800,1,1,3,3,0,4,0,17,0,2,0,0,1.791759469228055,6,1915,1950,1,1,8,8,2,0.0,3,2,2,1,4,4,3,686,6,0,0,686,1,4,1,4,966,686,0,7.410347097821024,1,0,2,0,4,1,3,7,6,0,3,5,1961.0,3,1,416,5,5,2,0,0,196,0,0,0,3,4,3,1200,6,2010,8,4,11.842236406331555
787,788,60,3,76.0,10142,1,1,0,3,0,4,0,20,2,2,0,5,2.0794415416798357,5,2004,2004,1,1,12,13,2,0.0,2,4,2,2,4,4,2,656,6,0,300,956,1,0,1,4,956,1128,0,7.642524134232902,1,0,2,1,4,1,2,8,6,0,3,3,2004.0,2,2,618,5,5,2,0,45,0,0,0,0,3,4,1,0,1,2010,8,4,12.358798024384122
788,789,20,4,50.0,6000,1,1,3,3,0,0,0,17,2,2,0,2,1.6094379124341003,7,1954,2000,1,1,8,8,2,0.0,3,4,1,4,4,4,6,0,6,0,901,901,1,0,1,4,901,0,0,6.804614520062624,0,0,1,0,2,1,3,4,6,0,3,5,1954.0,3,1,281,1,5,2,0,0,0,0,0,0,3,4,1,0,8,2008,8,4,11.588969419043872
789,790,60,3,69.0,12205,1,1,0,2,0,4,0,4,2,2,0,5,1.9459101490553132,8,1966,2007,1,1,6,6,1,157.0,3,4,1,4,0,1,3,568,6,0,264,832,1,2,1,4,976,1111,0,7.643961949002529,0,0,2,1,5,1,2,9,6,0,3,1,1966.0,0,2,444,5,5,2,133,168,0,0,0,0,3,4,1,0,7,2007,8,4,12.141539457711714
790,791,120,3,43.0,3182,1,1,3,3,0,4,0,0,2,2,4,2,2.0794415416798357,5,2005,2006,1,1,12,13,1,11.0,2,4,2,2,4,4,2,16,6,0,1129,1145,1,0,1,4,1145,0,0,7.044032897274685,0,0,2,0,2,1,2,5,6,1,2,1,2005.0,0,2,397,5,5,2,100,16,0,0,0,0,3,4,1,0,9,2009,8,4,11.984184555794167
791,792,80,3,69.0,11333,1,1,0,3,0,0,0,11,2,2,0,7,1.9459101490553132,5,1976,1976,1,1,6,6,2,0.0,3,4,2,2,4,0,0,539,6,0,490,1029,1,4,1,4,1062,0,0,6.968850378341948,1,0,1,0,3,1,3,5,6,2,5,1,1976.0,2,2,539,5,5,2,120,0,0,0,0,0,3,4,1,0,5,2007,8,4,11.896833207128452
792,793,60,3,92.0,9920,1,1,0,3,0,1,0,15,2,2,0,5,2.0794415416798357,5,1996,1997,1,1,8,8,2,0.0,2,4,2,2,4,0,2,862,6,0,255,1117,1,0,1,4,1127,886,0,7.607878073278507,1,0,2,1,3,1,3,8,6,1,5,1,1997.0,3,2,455,5,5,2,180,130,0,0,0,0,3,4,1,0,6,2007,8,4,12.505402864156405
793,794,20,3,76.0,9158,1,1,3,3,0,4,0,21,2,2,0,2,2.1972245773362196,5,2007,2007,1,1,5,5,3,140.0,2,4,2,2,4,0,6,0,6,0,1496,1496,1,0,1,4,1496,0,0,7.311218384419629,0,0,2,0,3,1,2,7,6,0,3,1,2007.0,0,2,474,5,5,2,168,130,0,0,0,0,3,4,1,0,6,2007,6,5,12.323860125621126
794,795,60,3,69.0,10832,1,1,0,3,0,0,0,8,2,2,0,5,2.0794415416798357,5,1994,1996,1,1,8,8,2,0.0,2,4,2,2,4,4,6,0,6,0,712,712,1,0,1,4,1086,809,0,7.547501682814967,0,0,2,1,3,1,2,7,6,1,5,1,1994.0,0,2,409,5,5,2,143,46,0,0,0,0,3,4,3,500,10,2008,8,4,12.178192583415596
795,796,60,3,70.0,8400,1,1,3,3,0,4,0,20,2,2,0,5,1.9459101490553132,6,1980,1981,1,1,6,6,1,130.0,3,4,1,2,4,4,6,0,6,0,650,650,1,4,1,4,888,676,0,7.355641102974253,0,0,2,1,3,1,3,7,6,1,5,1,1980.0,3,2,476,5,5,2,0,50,0,0,204,0,3,2,1,0,4,2010,8,4,12.049424683420915
796,797,20,3,71.0,8197,1,1,3,3,0,4,0,19,2,2,0,2,1.9459101490553132,5,1977,1977,1,1,9,10,1,148.0,3,4,1,4,4,4,6,0,6,0,660,660,1,0,1,4,1285,0,0,7.1592919047975645,0,0,1,1,3,1,3,7,6,1,5,1,1977.0,2,2,528,5,5,2,138,0,0,0,0,0,3,2,1,0,4,2007,8,4,11.874097282798648
797,798,20,3,57.0,7677,1,1,3,3,0,4,0,12,2,2,0,2,1.791759469228055,5,1953,1953,1,1,12,13,2,0.0,3,4,1,4,4,4,1,570,6,0,203,773,1,2,1,4,773,0,0,6.651571873589727,0,0,1,0,2,1,3,4,6,0,3,1,1953.0,3,1,240,5,5,2,0,0,0,0,0,0,3,4,1,0,4,2008,8,0,11.608244735642321
798,799,60,3,104.0,13518,1,1,3,3,0,4,0,16,2,2,0,5,2.302585092994046,5,2008,2009,3,1,12,13,3,860.0,0,4,2,0,4,4,6,0,6,0,1926,1926,1,0,1,4,1966,1174,0,8.052296499538647,0,0,3,1,4,1,0,11,6,2,2,3,2009.0,0,3,820,5,5,2,144,78,0,0,0,0,3,4,1,0,7,2009,6,5,13.091906231773164
799,800,50,3,60.0,7200,1,1,3,3,0,0,0,18,1,2,0,0,1.791759469228055,7,1937,1950,1,1,13,14,1,252.0,3,4,0,2,4,4,0,569,6,0,162,731,1,0,1,4,981,787,0,7.478169694159785,1,0,1,1,3,1,2,7,6,2,5,5,1939.0,3,1,240,5,5,2,0,0,264,0,0,0,3,2,1,0,6,2007,8,4,12.07254696717504
800,801,60,3,79.0,12798,1,1,0,1,0,4,1,4,1,2,0,5,1.9459101490553132,5,1997,1997,1,1,12,13,2,0.0,3,4,2,2,4,1,2,462,6,0,154,616,1,2,1,4,616,1072,0,7.4318919168078,1,0,2,1,4,1,2,8,6,0,3,1,1997.0,2,2,603,5,5,2,403,114,185,0,0,0,3,4,3,400,5,2008,8,4,12.206077645517674
801,802,30,4,40.0,4800,1,1,3,3,0,4,0,9,2,2,0,2,1.6094379124341003,7,1916,1990,1,1,8,8,2,0.0,3,4,1,4,4,4,3,197,6,0,999,1196,1,0,1,0,1196,0,0,7.087573705557973,1,0,1,0,2,1,3,5,6,0,3,5,1957.0,3,2,440,5,5,2,0,0,0,0,0,0,3,4,1,0,7,2007,8,4,11.60733523953139
802,803,60,3,63.0,8199,1,1,3,3,0,4,0,5,2,2,0,5,2.0794415416798357,5,2005,2005,1,1,14,15,2,0.0,2,4,2,2,4,0,2,648,6,0,80,728,1,0,1,4,728,728,0,7.284134806195205,1,0,2,1,3,1,2,7,6,1,2,1,2005.0,0,2,410,5,5,2,36,18,0,0,0,0,3,4,1,0,10,2008,8,4,12.149507585033072
